frame_idx,id,label,confidence,x1,y1,x2,y2,center_x,unity_x,unity_z
826,98,Bollard,0.464,901.6,900.4,1038.5,1561.6,970.0,3.19,5.7
827,98,Bollard,0.102,920.0,1033.6,1034.3,1578.5,977.2,3.24,5.6
828,98,Bollard,0.307,914.1,1029.3,1036.5,1613.5,975.3,3.22,5.4
828,103,Bollard,0.378,171.4,881.9,233.1,1085.3,202.3,-2.5,8.54
829,98,Bollard,0.375,906.3,1014.6,1038.9,1652.2,972.6,3.2,5.17
829,103,Bollard,0.113,162.1,911.2,220.9,1104.3,191.5,-2.58,8.43
830,103,Bollard,0.379,168.2,928.5,222.2,1104.2,195.2,-2.55,8.43
831,1,Bollard,0.468,547.3,893.9,612.7,1078.1,580.0,0.3,8.58
832,1,Bollard,0.135,560.9,885.0,615.6,1064.0,588.3,0.36,8.67
833,1,Bollard,0.158,570.9,863.9,630.8,1047.6,600.9,0.45,8.76
833,2,Bollard,0.108,925.1,878.6,996.8,1067.9,960.9,3.12,8.64
834,1,Bollard,0.146,576.2,859.1,635.1,1042.8,605.7,0.49,8.79
836,1,Bollard,0.32,598.1,853.8,666.5,1034.5,632.3,0.68,8.84
837,1,Bollard,0.349,611.7,836.3,676.3,1025.7,644.0,0.77,8.89
838,1,Bollard,0.287,629.6,822.6,690.8,1012.4,660.2,0.89,8.97
840,1,Bollard,0.472,653.7,812.9,726.5,1005.2,690.1,1.11,9.02
840,2,Bollard,0.149,424.6,805.3,481.8,905.2,453.2,-0.64,9.61
841,114,Bollard,0.466,658.4,824.1,732.0,1018.3,695.2,1.15,8.94
842,114,Bollard,0.139,664.0,844.0,736.3,1035.1,700.2,1.19,8.84
845,1,Bollard,0.263,711.3,841.3,785.1,1035.4,748.2,1.54,8.84
848,1,Bollard,0.412,766.7,855.2,842.1,1062.4,804.4,1.96,8.68
849,116,Bollard,0.416,769.8,864.6,843.4,1067.1,806.6,1.97,8.65
850,116,Bollard,0.386,771.5,862.3,846.3,1068.0,808.9,1.99,8.64
851,1,Bollard,0.251,779.4,849.7,856.5,1060.6,817.9,2.06,8.69
852,116,Bollard,0.325,782.1,840.0,856.9,1045.8,819.5,2.07,8.77
853,116,Bollard,0.503,780.0,831.8,855.9,1040.9,817.9,2.06,8.8
854,116,Bollard,0.472,775.7,828.7,851.4,1037.2,813.6,2.03,8.83
855,116,Bollard,0.42,771.7,826.5,847.4,1035.5,809.5,2.0,8.84
856,116,Bollard,0.358,768.4,822.5,844.0,1031.6,806.2,1.97,8.86
857,1,Bollard,0.287,498.9,806.9,551.5,902.6,525.2,-0.11,9.63
857,2,Bollard,0.172,765.1,820.8,837.7,1031.8,801.4,1.94,8.86
858,1,Bollard,0.144,761.2,821.8,834.2,1031.7,797.7,1.91,8.86
859,1,Bollard,0.163,759.3,819.7,830.5,1030.7,794.9,1.89,8.86
859,2,Bollard,0.135,487.3,807.4,542.6,900.9,514.9,-0.19,9.64
860,116,Bollard,0.51,748.9,818.7,825.5,1032.2,787.2,1.83,8.86
861,1,Bollard,0.221,303.6,840.4,376.1,1035.0,339.9,-1.48,8.84
862,1,Bollard,0.296,302.5,841.0,374.5,1043.9,338.5,-1.49,8.79
862,2,Bollard,0.272,727.9,829.7,806.6,1043.3,767.2,1.68,8.79
863,116,Bollard,0.445,739.2,820.0,816.5,1037.7,777.9,1.76,8.82
864,1,Bollard,0.232,756.8,808.8,824.3,1031.0,790.6,1.86,8.86
864,2,Bollard,0.145,482.4,815.6,527.2,894.2,504.8,-0.26,9.68
865,1,Bollard,0.304,771.2,792.2,839.7,1019.1,805.5,1.97,8.93
865,2,Bollard,0.3,329.5,812.5,398.7,1019.5,364.1,-1.3,8.93
866,124,Bollard,0.519,769.0,784.1,835.4,1003.7,802.2,1.94,9.03
866,125,Bollard,0.589,318.8,795.7,390.0,1008.4,354.4,-1.37,9.0
867,124,Bollard,0.535,762.1,773.7,829.3,996.5,795.7,1.89,9.07
867,125,Bollard,0.621,314.5,790.5,385.4,1001.9,350.0,-1.41,9.04
868,124,Bollard,0.564,766.6,772.7,835.1,999.9,800.9,1.93,9.05
869,124,Bollard,0.332,774.9,788.7,843.6,1016.0,809.3,1.99,8.95
870,124,Bollard,0.561,779.3,810.4,847.6,1035.8,813.5,2.03,8.83
871,124,Bollard,0.407,781.3,832.8,850.3,1059.6,815.8,2.04,8.69
872,124,Bollard,0.423,783.1,842.1,853.6,1073.1,818.4,2.06,8.61
873,124,Bollard,0.283,785.7,840.8,856.7,1072.1,821.2,2.08,8.62
874,124,Bollard,0.428,798.3,830.3,868.8,1059.7,833.5,2.17,8.69
875,124,Bollard,0.405,811.5,818.0,882.8,1049.5,847.1,2.28,8.75
876,124,Bollard,0.333,820.0,813.8,891.3,1045.4,855.6,2.34,8.78
877,124,Bollard,0.42,825.4,815.0,897.5,1048.5,861.5,2.38,8.76
878,124,Bollard,0.475,831.3,826.1,902.9,1057.8,867.1,2.42,8.7
879,124,Bollard,0.421,836.9,831.1,910.1,1067.3,873.5,2.47,8.65
880,124,Bollard,0.311,841.3,829.6,916.3,1070.3,878.8,2.51,8.63
881,124,Bollard,0.483,850.2,834.8,925.0,1073.3,887.6,2.57,8.61
882,124,Bollard,0.502,854.9,838.0,929.8,1075.5,892.4,2.61,8.6
883,124,Bollard,0.537,857.6,837.8,933.1,1075.8,895.3,2.63,8.6
884,124,Bollard,0.421,860.3,834.4,936.2,1073.2,898.2,2.65,8.61
885,124,Bollard,0.468,861.2,825.0,939.3,1069.5,900.3,2.67,8.63
886,124,Bollard,0.517,858.9,830.1,936.5,1071.9,897.7,2.65,8.62
887,124,Bollard,0.604,861.7,832.3,942.1,1079.8,901.9,2.68,8.57
888,124,Bollard,0.617,860.3,836.8,942.2,1086.3,901.2,2.68,8.53
891,124,Bollard,0.634,853.3,831.6,936.4,1081.1,894.9,2.63,8.57
895,1,Bollard,0.267,283.5,811.2,373.2,1068.3,328.3,-1.57,8.64
898,1,Bollard,0.183,279.4,792.2,374.3,1061.8,326.8,-1.58,8.68
899,1,Bollard,0.234,273.4,791.3,370.8,1061.0,322.1,-1.61,8.68
900,1,Bollard,0.229,269.4,785.1,361.3,1064.2,315.4,-1.66,8.67
901,1,Bollard,0.22,270.6,783.1,362.7,1065.2,316.6,-1.65,8.66
902,1,Bollard,0.152,279.2,787.0,368.4,1061.7,323.8,-1.6,8.68
904,1,Bollard,0.387,282.5,798.8,366.5,1071.0,324.5,-1.6,8.63
905,131,Bollard,0.53,272.9,794.0,361.4,1080.9,317.2,-1.65,8.57
906,131,Bollard,0.5,272.1,809.9,359.0,1092.0,315.6,-1.66,8.5
910,1,Bollard,0.2,302.7,815.2,392.7,1103.1,347.7,-1.42,8.43
911,1,Bollard,0.106,286.0,829.5,377.1,1111.1,331.6,-1.54,8.39
912,1,Bollard,0.157,868.8,844.0,983.8,1134.1,926.3,2.86,8.25
917,1,Bollard,0.276,249.0,857.1,348.1,1166.2,298.6,-1.79,8.06
918,1,Bollard,0.254,251.3,856.4,347.3,1163.7,299.3,-1.78,8.07
919,1,Bollard,0.24,249.9,847.8,346.5,1168.0,298.2,-1.79,8.05
920,1,Bollard,0.192,246.5,802.1,346.4,1155.0,296.4,-1.8,8.12
920,2,Bollard,0.15,867.7,866.7,982.2,1165.9,925.0,2.85,8.06
921,1,Bollard,0.146,245.0,808.9,351.4,1142.0,298.2,-1.79,8.2
922,131,Bollard,0.443,248.3,795.9,353.4,1140.4,300.9,-1.77,8.21
924,131,Bollard,0.13,246.0,781.3,353.7,1135.5,299.9,-1.78,8.24
925,131,Bollard,0.304,247.1,791.1,351.2,1133.5,299.1,-1.78,8.25
926,131,Bollard,0.305,245.9,798.6,348.3,1136.2,297.1,-1.8,8.24
927,1,Bollard,0.197,242.2,800.9,345.9,1140.3,294.1,-1.82,8.21
929,131,Bollard,0.301,230.9,810.5,339.0,1163.5,284.9,-1.89,8.07
930,131,Bollard,0.13,230.6,825.2,337.3,1172.2,284.0,-1.9,8.02
931,131,Bollard,0.235,232.3,827.1,336.7,1162.0,284.5,-1.89,8.08
934,1,Bollard,0.253,279.9,792.4,397.2,1186.9,338.5,-1.49,7.94
936,1,Bollard,0.212,248.8,848.9,357.1,1215.2,302.9,-1.76,7.77
937,1,Bollard,0.249,244.0,856.2,344.2,1221.0,294.1,-1.82,7.73
939,1,Bollard,0.118,943.3,832.4,1040.1,1262.4,991.7,3.35,7.49
942,1,Bollard,0.243,164.1,819.5,275.8,1204.9,220.0,-2.37,7.83
943,138,Bollard,0.474,161.6,815.1,276.2,1210.0,218.9,-2.38,7.8
944,138,Bollard,0.131,155.1,808.0,270.2,1203.6,212.6,-2.42,7.84
946,1,Bollard,0.19,901.8,817.7,1026.8,1198.6,964.3,3.14,7.87
949,1,Bollard,0.479,89.1,863.4,208.2,1274.9,148.7,-2.9,7.41
949,2,Bollard,0.201,890.7,874.4,1018.9,1255.9,954.8,3.07,7.52
950,139,Bollard,0.485,92.8,875.5,211.4,1284.7,152.1,-2.87,7.35
951,139,Bollard,0.541,95.1,875.9,214.9,1288.2,155.0,-2.85,7.33
952,139,Bollard,0.34,94.9,875.8,214.7,1287.4,154.8,-2.85,7.34
953,139,Bollard,0.448,91.3,902.9,212.1,1317.3,151.7,-2.88,7.16
954,139,Bollard,0.627,72.2,939.4,196.6,1366.0,134.4,-3.0,6.87
955,139,Bollard,0.143,55.2,973.7,183.2,1412.2,119.2,-3.12,6.59
956,1,Bollard,0.122,905.9,1007.5,1033.3,1422.1,969.6,3.18,6.53
957,139,Bollard,0.25,40.8,1011.8,174.5,1468.7,107.6,-3.2,6.26
958,139,Bollard,0.552,45.8,1020.4,178.1,1474.5,111.9,-3.17,6.22
959,1,Bollard,0.238,64.1,1009.9,196.3,1461.0,130.2,-3.04,6.3
960,1,Bollard,0.288,79.5,1017.4,201.5,1460.1,140.5,-2.96,6.31
960,2,Bollard,0.151,955.4,940.2,1043.9,1449.0,999.7,3.4,6.38
961,139,Bollard,0.678,77.0,1049.5,209.9,1501.1,143.5,-2.94,6.06
962,139,Bollard,0.734,87.2,1058.4,221.1,1513.6,154.1,-2.86,5.99
963,139,Bollard,0.339,99.2,1065.1,235.6,1530.5,167.4,-2.76,5.89
965,1,Bollard,0.198,160.2,1070.2,270.4,1544.9,215.3,-2.41,5.8
968,1,Bollard,0.102,147.4,1087.8,289.8,1576.6,218.6,-2.38,5.62
969,139,Bollard,0.576,149.1,1094.5,290.9,1580.3,220.0,-2.37,5.59
970,139,Bollard,0.397,158.3,1097.0,300.1,1586.3,229.2,-2.3,5.56
971,139,Bollard,0.427,158.7,1084.7,303.5,1587.2,231.1,-2.29,5.55
972,1,Bollard,0.255,151.0,1061.9,269.8,1571.7,210.4,-2.44,5.64
973,146,Bollard,0.425,140.2,1035.6,264.0,1566.1,202.1,-2.5,5.68
974,146,Bollard,0.556,146.5,1035.7,269.4,1561.1,208.0,-2.46,5.71
975,146,Bollard,0.702,156.2,1052.3,274.2,1554.9,215.2,-2.41,5.74
976,146,Bollard,0.716,152.1,1066.0,269.8,1564.4,210.9,-2.44,5.69
978,1,Bollard,0.332,79.1,1096.6,199.0,1615.6,139.1,-2.97,5.38
979,147,Bollard,0.616,70.9,1097.3,193.9,1629.2,132.4,-3.02,5.3
980,147,Bollard,0.404,62.7,1088.7,188.3,1630.0,125.5,-3.07,5.3
981,147,Bollard,0.306,52.5,1082.9,180.4,1632.1,116.4,-3.14,5.29
983,1,Bollard,0.316,36.5,1108.4,129.0,1663.6,82.7,-3.39,5.1
989,1,Person,0.109,183.0,761.7,297.4,1039.8,240.2,-2.22,8.81
991,1,Person,0.109,182.4,755.9,293.4,1026.2,237.9,-2.24,8.89
992,1,Person,0.147,196.4,727.8,314.0,1014.6,255.2,-2.11,8.96
993,1,Bollard,0.161,23.0,1046.2,129.9,1654.0,76.4,-3.43,5.15
994,1,Person,0.211,236.5,728.7,351.3,1033.3,293.9,-1.82,8.85
995,147,Bollard,0.301,28.2,1067.0,166.0,1669.2,97.1,-3.28,5.06
996,147,Bollard,0.709,30.8,1076.1,170.4,1685.7,100.6,-3.25,4.97
997,147,Bollard,0.646,44.2,1074.7,187.3,1688.1,115.7,-3.14,4.95
998,1,Bollard,0.172,70.8,1070.8,241.5,1688.3,156.2,-2.84,4.95
999,1,Person,0.165,214.0,717.0,341.5,980.0,277.7,-1.94,9.17
1000,146,Bollard,0.775,181.7,1070.2,327.1,1682.2,254.4,-2.12,4.99
1001,146,Bollard,0.827,205.0,1077.8,352.2,1693.7,278.6,-1.94,4.92
1002,1,Bollard,0.275,258.3,1092.3,402.3,1712.2,330.3,-1.55,4.81
1003,1,Person,0.448,574.5,762.9,686.5,1025.5,630.5,0.67,8.9
1003,2,Bollard,0.308,330.9,1097.2,447.1,1743.8,389.0,-1.12,4.62
1003,3,Person,0.101,385.6,752.0,504.1,1024.5,444.8,-0.7,8.9
1004,139,Bollard,0.666,341.9,1113.9,506.3,1733.5,424.1,-0.86,4.68
1005,1,Person,0.284,671.2,748.5,784.7,1021.6,728.0,1.39,8.92
1005,2,Bollard,0.251,396.2,1108.2,531.1,1734.7,463.7,-0.57,4.67
1007,1,Person,0.124,738.8,757.4,873.8,1030.3,806.3,1.97,8.87
1008,1,Bollard,0.187,500.0,1114.6,632.9,1732.2,566.5,0.2,4.69
1009,1,Bollard,0.349,512.1,1110.0,657.5,1734.1,584.8,0.33,4.68
1010,1,Bollard,0.165,522.7,1109.5,665.4,1735.7,594.0,0.4,4.67
1012,1,Person,0.15,676.3,718.0,801.8,1000.7,739.1,1.47,9.04
1012,2,Person,0.145,902.1,692.3,1033.0,1003.6,967.5,3.17,9.03
1014,1,Bollard,0.427,627.1,1098.5,775.5,1733.3,701.3,1.19,4.68
1015,1,Bollard,0.35,647.6,1103.8,778.9,1735.9,713.2,1.28,4.67
1016,158,Bollard,0.541,661.0,1098.9,793.3,1734.9,727.1,1.39,4.67
1017,158,Bollard,0.34,674.6,1096.1,807.9,1736.7,741.2,1.49,4.66
1018,1,Bollard,0.154,688.5,1077.1,840.8,1743.9,764.6,1.66,4.62
1019,1,Bollard,0.209,709.9,1069.7,851.9,1720.1,780.9,1.78,4.76
1020,158,Bollard,0.613,727.9,1064.7,862.9,1709.4,795.4,1.89,4.82
1021,158,Bollard,0.718,744.3,1060.5,881.1,1709.6,812.7,2.02,4.82
1022,158,Bollard,0.695,753.5,1056.3,893.4,1719.7,823.4,2.1,4.76
1023,158,Bollard,0.726,761.7,1047.8,905.9,1727.2,833.8,2.18,4.72
1024,158,Bollard,0.688,766.1,1041.1,914.9,1733.2,840.5,2.23,4.68
1025,158,Bollard,0.61,774.3,1037.5,925.1,1732.2,849.7,2.29,4.69
1026,158,Bollard,0.676,780.1,1040.7,930.0,1726.0,855.1,2.33,4.73
1027,158,Bollard,0.36,781.4,1046.6,929.1,1721.1,855.3,2.34,4.76
1028,158,Bollard,0.284,778.5,1058.5,923.5,1725.1,851.0,2.3,4.73
1029,158,Bollard,0.61,772.9,1079.0,913.2,1730.7,843.1,2.24,4.7
1030,158,Bollard,0.704,767.0,1082.8,903.0,1723.1,835.0,2.19,4.74
1031,158,Bollard,0.626,756.6,1059.7,894.0,1715.2,825.3,2.11,4.79
1032,158,Bollard,0.713,751.8,1047.7,891.0,1716.6,821.4,2.08,4.78
1033,158,Bollard,0.346,727.9,1040.6,872.0,1724.7,800.0,1.93,4.73
1034,158,Bollard,0.709,687.8,1051.7,841.2,1784.4,764.5,1.66,4.38
1035,158,Bollard,0.695,647.1,1059.8,804.9,1814.7,726.0,1.38,4.2
1036,139,Bollard,0.679,580.1,1056.5,773.8,1864.2,677.0,1.01,3.9
1037,139,Bollard,0.74,563.7,1055.6,744.8,1836.7,654.2,0.85,4.07
1038,139,Bollard,0.781,526.0,1046.7,690.1,1773.9,608.0,0.5,4.44
1039,139,Bollard,0.774,473.4,1042.6,634.8,1768.8,554.1,0.1,4.47
1040,139,Bollard,0.755,413.0,1038.1,580.7,1803.2,496.8,-0.32,4.27
1041,139,Bollard,0.797,349.3,1025.9,524.4,1824.5,436.8,-0.76,4.14
1042,139,Bollard,0.797,287.2,1033.0,465.7,1840.5,376.5,-1.21,4.04
1043,139,Bollard,0.818,218.7,1038.3,404.3,1866.7,311.5,-1.69,3.89
1044,139,Bollard,0.852,145.4,1048.1,341.0,1899.2,243.2,-2.2,3.7
1045,139,Bollard,0.842,76.5,1062.8,280.1,1919.7,178.3,-2.68,3.57
1046,139,Bollard,0.813,32.6,1076.2,238.4,1928.0,135.5,-3.0,3.52
1047,139,Bollard,0.34,0.0,1052.0,200.0,1928.0,100.0,-3.26,3.52
1054,1,Person,0.263,275.6,564.9,368.0,777.8,321.8,-1.62,10.37
1055,1,Person,0.171,273.8,568.5,360.5,779.1,317.2,-1.65,10.36
1056,1,Person,0.427,267.1,560.5,357.0,794.6,312.1,-1.69,10.27
1057,1,Person,0.321,265.3,608.8,349.9,816.4,307.6,-1.72,10.14
1058,1,Person,0.215,260.2,630.4,346.8,831.0,303.5,-1.75,10.05
1059,1,Person,0.232,266.1,636.7,353.9,840.9,310.0,-1.7,9.99
1060,1,Person,0.229,270.6,618.8,364.7,837.6,317.6,-1.65,10.01
1060,2,Bollard,0.117,412.5,709.1,452.5,814.0,432.5,-0.8,10.15
1061,167,Person,0.393,272.7,636.1,358.9,836.8,315.8,-1.66,10.02
1062,167,Person,0.335,266.7,620.4,359.3,836.3,313.0,-1.68,10.02
1063,1,Person,0.253,257.4,630.8,342.5,851.6,300.0,-1.78,9.93
1066,1,Person,0.181,779.0,427.5,1038.8,1233.2,908.9,2.73,7.66
1067,1,Person,0.208,308.5,643.8,397.4,863.4,352.9,-1.39,9.86
1068,1,Person,0.171,319.5,646.3,409.7,860.5,364.6,-1.3,9.88
1069,1,Person,0.309,321.3,674.8,402.7,870.4,362.0,-1.32,9.82
1070,1,Person,0.129,315.3,682.0,397.5,876.1,356.4,-1.36,9.78
1085,1,Bollard,0.342,732.7,1037.5,1011.5,1613.4,872.1,2.46,5.4
1086,1,Bollard,0.153,660.1,1034.1,967.7,1613.1,813.9,2.03,5.4
1114,1,Person,0.114,118.3,462.1,512.9,1417.1,315.6,-1.66,6.56
1115,1,Person,0.209,108.5,426.4,482.0,1423.2,295.3,-1.81,6.53
1118,1,Bollard,0.168,153.5,947.2,369.5,1457.4,261.5,-2.06,6.32
1118,2,Person,0.106,83.6,475.9,474.2,1466.6,278.9,-1.93,6.27
1131,1,Person,0.105,178.9,657.6,389.4,1221.1,284.1,-1.9,7.73
1132,1,Person,0.262,120.6,668.8,338.1,1254.6,229.4,-2.3,7.53
1134,1,Curb,0.119,653.9,926.3,1027.0,1041.6,840.4,2.23,8.8
1135,1,Curb,0.298,639.3,926.0,1033.2,1043.3,836.2,2.19,8.79
1135,2,Curb,0.194,238.0,851.2,386.0,891.1,312.0,-1.69,9.7
1136,174,Curb,0.551,656.9,923.7,1002.3,1026.4,829.6,2.15,8.89
1137,174,Curb,0.557,643.0,907.9,984.5,1008.7,813.8,2.03,9.0
1138,1,Curb,0.251,547.7,875.1,1037.6,975.8,792.6,1.87,9.19
1139,1,Curb,0.143,516.2,855.3,1032.8,965.8,774.5,1.74,9.25
1140,1,Curb,0.116,521.7,846.5,1013.5,948.7,767.6,1.69,9.35
1141,1,Curb,0.13,527.9,845.7,1009.4,944.4,768.7,1.69,9.38
1150,1,Curb,0.105,55.0,829.3,291.2,864.1,173.1,-2.72,9.86
1152,1,Curb,0.307,119.7,802.0,358.6,835.2,239.2,-2.23,10.03
1152,2,Curb,0.185,118.2,790.4,353.2,829.5,235.7,-2.25,10.06
1153,1,Curb,0.145,118.1,806.4,370.8,835.7,244.4,-2.19,10.03
1154,1,Curb,0.206,119.3,804.4,384.1,836.9,251.7,-2.14,10.02
1156,1,Curb,0.234,181.7,764.0,465.9,806.2,323.8,-1.6,10.2
1156,2,Curb,0.168,161.0,772.0,483.3,801.7,322.2,-1.61,10.23
1157,1,Curb,0.335,219.0,758.1,527.1,795.1,373.0,-1.24,10.27
1158,1,Curb,0.213,239.8,759.4,570.8,795.4,405.3,-1.0,10.27
1159,1,Curb,0.208,252.5,759.3,680.0,799.6,466.2,-0.55,10.24
1159,2,Curb,0.201,291.6,757.4,613.6,803.3,452.6,-0.65,10.22
1160,1,Curb,0.134,334.3,763.0,714.5,799.4,524.4,-0.12,10.24
1166,1,Person,0.153,194.6,704.5,392.4,1201.5,293.5,-1.83,7.85
1177,1,Person,0.148,382.5,583.7,544.6,1067.3,463.6,-0.57,8.65
1182,1,Bollard,0.158,415.6,833.4,520.1,1085.1,467.8,-0.53,8.54
1217,1,Person,0.175,921.6,661.6,1024.6,872.3,973.1,3.21,9.81
1240,1,Person,0.134,163.7,462.3,361.3,1011.5,262.5,-2.06,8.98
1286,1,Bollard,0.119,205.7,889.9,303.8,1094.3,254.8,-2.11,8.49
1307,1,Person,0.113,446.3,723.2,544.1,930.1,495.2,-0.33,9.46
1316,1,Person,0.132,370.0,724.3,494.0,916.3,432.0,-0.8,9.55
1321,1,Person,0.11,623.5,550.2,771.5,966.5,697.5,1.17,9.25
1322,1,Bollard,0.259,401.9,757.1,509.6,960.6,455.7,-0.62,9.28
1323,1,Bollard,0.31,388.9,746.4,498.1,950.5,443.5,-0.71,9.34
1326,1,Person,0.357,399.3,568.8,553.5,946.8,476.4,-0.47,9.36
1326,2,Person,0.156,411.9,651.3,549.5,944.3,480.7,-0.44,9.38
1327,185,Person,0.538,405.3,572.2,553.8,935.9,479.5,-0.45,9.43
1331,1,Person,0.11,446.2,660.0,542.8,842.3,494.5,-0.34,9.99
1334,1,Person,0.352,490.7,430.0,629.0,820.1,559.8,0.15,10.12
1335,1,Person,0.239,499.1,449.9,633.4,837.8,566.3,0.19,10.01
1339,1,Person,0.187,501.1,499.1,640.3,860.6,570.7,0.23,9.88
1340,1,Person,0.117,522.5,459.0,663.4,841.0,593.0,0.39,9.99
1343,1,Person,0.118,519.6,458.5,662.0,827.1,590.8,0.38,10.08
1345,1,Person,0.162,558.0,517.4,684.2,861.0,621.1,0.6,9.88
1347,1,Person,0.317,544.4,511.6,667.3,861.0,605.8,0.49,9.88
1348,1,Person,0.214,549.0,653.5,652.5,840.9,600.7,0.45,9.99
1349,1,Person,0.204,546.2,635.1,648.1,820.8,597.1,0.42,10.11
1350,1,Person,0.241,522.4,467.4,654.5,828.1,588.5,0.36,10.07
1352,1,Person,0.186,524.0,654.3,613.9,830.5,568.9,0.21,10.06
1352,2,Bollard,0.11,523.9,651.7,620.3,832.5,572.1,0.24,10.04
1353,1,Bollard,0.421,522.5,651.8,620.2,831.4,571.4,0.23,10.05
1354,192,Bollard,0.423,524.0,659.2,617.2,830.4,570.6,0.23,10.06
1367,1,Bollard,0.12,472.1,684.7,577.1,844.4,524.6,-0.11,9.97
1377,1,Bollard,0.134,129.5,842.7,235.5,934.5,182.5,-2.65,9.44
1378,1,Bollard,0.117,556.4,759.0,644.6,912.2,600.5,0.45,9.57
1429,1,Bollard,0.252,896.8,1155.2,1047.8,1936.8,972.3,3.2,3.47
1431,1,Bollard,0.182,865.4,894.9,1044.5,1747.5,954.9,3.07,4.6
1465,1,Person,0.15,98.4,583.8,240.8,984.6,169.6,-2.74,9.14
1477,1,Person,0.151,218.9,546.6,371.5,1009.0,295.2,-1.81,8.99
1480,1,Person,0.233,188.6,496.3,373.3,997.6,280.9,-1.92,9.06
1481,1,Person,0.305,167.1,499.2,363.1,1013.5,265.1,-2.04,8.97
1484,1,Person,0.162,122.9,573.0,308.3,1108.2,215.6,-2.4,8.4
1485,1,Person,0.234,106.7,535.5,306.7,1101.5,206.7,-2.47,8.44
1487,1,Person,0.15,94.2,508.4,291.7,1080.1,192.9,-2.57,8.57
1488,1,Person,0.176,66.7,495.3,280.6,1098.7,173.6,-2.71,8.46
1489,1,Person,0.553,61.0,477.1,270.8,1096.4,165.9,-2.77,8.47
1490,1,Person,0.106,46.3,449.8,261.2,1099.2,153.7,-2.86,8.46
1491,1,Person,0.162,34.0,438.4,255.7,1099.4,144.9,-2.93,8.46
1496,1,Person,0.11,30.9,358.4,255.6,1108.3,143.2,-2.94,8.4
1497,1,Bollard,0.195,696.6,897.1,984.7,1387.7,840.7,2.23,6.74
1497,2,Bollard,0.181,342.5,945.5,544.4,1428.0,443.5,-0.72,6.5
1498,1,Bollard,0.786,737.2,920.8,925.6,1394.9,831.4,2.16,6.7
1498,2,Bollard,0.329,346.5,963.1,553.3,1459.6,449.9,-0.67,6.31
1499,198,Bollard,0.678,746.5,923.1,943.7,1419.9,845.1,2.26,6.55
1499,199,Bollard,0.618,342.0,965.9,551.5,1469.2,446.8,-0.69,6.25
1500,198,Bollard,0.604,744.2,932.4,949.0,1448.6,846.6,2.27,6.38
