frame_idx,id,label,confidence,x1,y1,x2,y2,center_x,unity_x,unity_z
1500,199,Bollard,0.51,336.4,965.7,557.0,1496.3,446.7,-0.69,6.09
1501,198,Bollard,0.795,745.9,978.8,944.2,1479.0,845.1,2.26,6.2
1501,199,Bollard,0.397,333.4,978.6,559.3,1521.4,446.3,-0.69,5.94
1502,198,Bollard,0.773,741.1,992.8,947.8,1516.7,844.5,2.26,5.97
1502,199,Bollard,0.49,325.6,986.5,559.0,1549.3,442.3,-0.72,5.78
1503,198,Bollard,0.708,738.4,994.5,950.1,1533.2,844.2,2.25,5.87
1503,199,Bollard,0.479,322.4,984.9,565.2,1574.9,443.8,-0.71,5.63
1504,198,Bollard,0.799,740.8,988.3,947.1,1515.3,844.0,2.25,5.98
1504,199,Bollard,0.444,323.5,973.5,572.2,1585.6,447.8,-0.68,5.56
1505,198,Bollard,0.772,735.9,973.8,944.6,1510.4,840.3,2.22,6.01
1505,199,Bollard,0.386,322.9,952.9,576.5,1587.2,449.7,-0.67,5.55
1506,198,Bollard,0.479,731.7,970.3,939.9,1507.4,835.8,2.19,6.03
1507,198,Bollard,0.398,724.5,977.4,936.1,1522.3,830.3,2.15,5.94
1508,1,Bollard,0.194,710.4,965.7,937.3,1540.3,823.8,2.1,5.83
1513,1,Person,0.115,245.0,467.3,612.2,1464.4,428.6,-0.83,6.28
1515,198,Bollard,0.325,746.3,984.8,928.7,1453.9,837.5,2.2,6.35
1516,1,Bollard,0.241,751.9,1010.9,907.7,1462.6,829.8,2.15,6.29
1522,1,Bollard,0.106,576.7,1058.1,708.8,1403.9,642.8,0.76,6.64
1527,1,Bollard,0.31,574.9,1012.5,781.5,1414.7,678.2,1.02,6.58
1528,202,Bollard,0.753,567.0,981.0,780.2,1397.0,673.6,0.99,6.68
1529,1,Bollard,0.234,241.8,994.3,451.5,1385.0,346.6,-1.43,6.76
1529,2,Bollard,0.222,616.5,948.7,792.5,1386.3,704.5,1.22,6.75
1530,202,Bollard,0.61,594.8,930.4,831.8,1395.6,713.3,1.28,6.69
1531,202,Bollard,0.723,609.1,943.2,840.7,1402.4,724.9,1.37,6.65
1532,202,Bollard,0.798,616.6,952.4,848.4,1417.8,732.5,1.43,6.56
1532,199,Bollard,0.709,294.2,927.7,491.6,1429.9,392.9,-1.09,6.49
1533,202,Bollard,0.762,626.5,953.3,858.3,1424.5,742.4,1.5,6.52
1533,199,Bollard,0.636,305.3,934.5,498.2,1429.0,401.8,-1.02,6.49
1534,202,Bollard,0.769,641.6,961.1,872.0,1435.9,756.8,1.61,6.45
1534,199,Bollard,0.601,323.2,934.7,512.4,1425.7,417.8,-0.91,6.51
1535,202,Bollard,0.724,655.7,968.0,884.2,1443.8,769.9,1.7,6.41
1535,199,Bollard,0.591,335.3,953.2,524.0,1445.6,429.6,-0.82,6.4
1536,202,Bollard,0.285,661.4,971.2,883.7,1438.2,772.6,1.72,6.44
1536,199,Bollard,0.589,348.6,970.5,530.7,1448.9,439.7,-0.74,6.38
1537,199,Bollard,0.265,357.0,964.4,535.3,1434.6,446.1,-0.7,6.46
1544,1,Bollard,0.169,658.1,928.4,841.8,1320.3,749.9,1.56,7.14
1545,1,Bollard,0.226,666.7,962.7,826.1,1334.0,746.4,1.53,7.06
1546,1,Bollard,0.181,660.3,1023.2,796.6,1351.9,728.5,1.4,6.95
1547,1,Bollard,0.545,650.8,1020.7,775.9,1360.1,713.3,1.28,6.9
1547,2,Bollard,0.185,278.9,976.9,535.7,1340.9,407.3,-0.98,7.02
1548,1,Bollard,0.442,636.6,1100.2,754.8,1369.4,695.7,1.15,6.85
1548,2,Bollard,0.118,269.0,971.4,508.5,1392.9,388.7,-1.12,6.71
1554,1,Bollard,0.168,527.8,979.1,695.2,1261.6,611.5,0.53,7.49
1555,1,Bollard,0.101,519.2,933.8,690.0,1246.2,604.6,0.48,7.58
1556,1,Bollard,0.632,523.1,886.9,680.4,1224.8,601.7,0.46,7.71
1557,209,Bollard,0.427,518.4,886.7,673.3,1219.8,595.9,0.41,7.74
1558,209,Bollard,0.39,521.5,879.6,684.5,1230.0,603.0,0.47,7.68
1559,209,Bollard,0.411,509.2,908.8,668.1,1250.0,588.6,0.36,7.56
1560,209,Bollard,0.614,484.6,932.7,651.1,1292.5,567.9,0.21,7.31
1561,209,Bollard,0.788,488.8,937.2,658.9,1308.1,573.8,0.25,7.21
1562,209,Bollard,0.776,494.3,926.8,665.0,1302.7,579.6,0.29,7.25
1563,209,Bollard,0.613,496.6,892.5,668.9,1275.2,582.8,0.32,7.41
1564,209,Bollard,0.635,508.6,875.9,677.2,1251.5,592.9,0.39,7.55
1565,209,Bollard,0.325,521.0,877.8,689.0,1251.4,605.0,0.48,7.55
1565,210,Bollard,0.428,268.3,905.4,435.9,1270.7,352.1,-1.39,7.44
1566,210,Bollard,0.619,257.1,928.2,429.2,1303.8,343.2,-1.46,7.24
1572,209,Bollard,0.343,531.8,861.3,690.9,1209.3,611.3,0.53,7.8
1573,209,Bollard,0.255,542.9,876.3,694.6,1207.3,618.7,0.58,7.81
1574,209,Bollard,0.658,564.4,893.9,709.5,1210.9,636.9,0.72,7.79
1575,209,Bollard,0.755,589.9,907.6,730.7,1219.0,660.3,0.89,7.74
1576,209,Bollard,0.712,598.5,906.5,743.5,1230.1,671.0,0.97,7.68
1577,209,Bollard,0.632,607.0,900.3,754.8,1233.3,680.9,1.04,7.66
1578,209,Bollard,0.647,613.1,905.8,759.4,1237.6,686.3,1.08,7.63
1579,209,Bollard,0.644,614.6,920.6,756.0,1243.0,685.3,1.08,7.6
1580,209,Bollard,0.435,597.7,931.0,740.3,1250.3,669.0,0.96,7.56
1581,209,Bollard,0.349,585.9,921.5,737.8,1259.8,661.9,0.9,7.5
1582,209,Bollard,0.122,585.2,931.0,733.9,1260.2,659.6,0.89,7.5
1583,209,Bollard,0.125,578.5,939.1,718.9,1240.7,648.7,0.81,7.61
1586,209,Bollard,0.576,571.7,900.2,715.5,1210.7,643.6,0.77,7.79
1587,209,Bollard,0.719,562.3,891.9,706.0,1203.6,634.2,0.7,7.84
1588,209,Bollard,0.731,558.3,893.6,701.4,1206.2,629.8,0.67,7.82
1589,209,Bollard,0.785,559.5,898.4,700.0,1209.2,629.7,0.66,7.8
1590,209,Bollard,0.788,563.9,899.1,702.8,1209.5,633.3,0.69,7.8
1591,209,Bollard,0.741,568.9,899.5,706.7,1212.5,637.8,0.72,7.78
1592,209,Bollard,0.785,570.4,895.7,706.5,1207.8,638.4,0.73,7.81
1593,209,Bollard,0.749,570.3,890.9,701.5,1195.0,635.9,0.71,7.89
1594,209,Bollard,0.102,563.7,881.8,694.8,1186.9,629.2,0.66,7.94
1604,1,Bollard,0.1,609.5,891.1,747.6,1172.0,678.6,1.03,8.02
1617,1,Stairs,0.131,229.3,827.5,833.2,1140.2,531.2,-0.07,8.21
1618,1,Stairs,0.183,239.5,832.0,826.2,1145.1,532.8,-0.05,8.18
1676,1,Person,0.12,183.3,215.2,686.5,1400.9,434.9,-0.78,6.66
1678,1,Bollard,0.134,305.1,1152.1,466.6,1478.5,385.9,-1.14,6.2
1684,1,Car,0.169,612.5,683.1,894.0,913.4,753.2,1.58,9.56
1714,1,Person,0.127,135.7,553.8,282.1,983.8,208.9,-2.45,9.14
1724,1,Person,0.203,171.4,539.6,314.6,955.5,243.0,-2.2,9.31
1725,1,Person,0.158,187.6,523.1,330.3,949.8,258.9,-2.08,9.35
1726,1,Person,0.198,203.4,513.6,349.5,946.3,276.5,-1.95,9.37
1775,1,Stairs,0.103,433.9,842.1,721.3,1271.6,577.6,0.28,7.43
1780,1,Stairs,0.149,479.2,1053.5,700.9,1281.1,590.1,0.37,7.37
1799,1,Bike,0.103,31.3,4.9,1071.7,1246.2,551.5,0.09,7.58
1802,1,Bike,0.106,63.6,4.8,1077.0,1246.1,570.3,0.22,7.58
1803,1,Bike,0.107,44.2,4.5,1074.5,1244.3,559.4,0.14,7.59
1805,1,Bike,0.113,86.7,3.7,1074.5,1232.7,580.6,0.3,7.66
1810,1,Bollard,0.157,806.9,568.3,1033.7,1347.0,920.3,2.82,6.98
1810,2,Bike,0.101,788.7,162.0,1059.0,1349.2,923.8,2.84,6.97
1811,1,Bollard,0.18,807.1,546.7,1036.9,1362.5,922.0,2.83,6.89
1811,2,Bike,0.154,803.6,184.8,1054.8,1362.0,929.2,2.88,6.89
1812,1,Bike,0.165,799.7,186.2,1058.4,1385.5,929.0,2.88,6.75
1812,2,Bollard,0.13,800.6,540.8,1038.2,1382.3,919.4,2.81,6.77
1822,1,Bike,0.126,772.4,194.1,1058.3,1400.0,915.4,2.78,6.67
1823,1,Person,0.137,432.5,645.9,652.4,1154.1,542.4,0.02,8.13
1838,1,Person,0.169,328.1,640.7,432.7,936.4,380.4,-1.18,9.43
1839,1,Person,0.127,318.6,634.1,433.3,946.0,376.0,-1.22,9.37
1841,1,Person,0.27,329.6,608.7,441.9,920.1,385.8,-1.14,9.52
1842,1,Person,0.181,329.9,606.5,439.9,912.0,384.9,-1.15,9.57
1844,1,Person,0.125,361.1,606.9,474.0,915.1,417.6,-0.91,9.55
1845,1,Person,0.108,431.3,533.8,637.6,1069.1,534.5,-0.04,8.64
1846,1,Person,0.179,371.7,645.0,486.6,945.1,429.1,-0.82,9.37
1847,1,Person,0.214,438.7,626.2,656.3,1093.5,547.5,0.06,8.49
1848,1,Person,0.167,442.8,637.3,664.2,1087.6,553.5,0.1,8.53
1850,1,Person,0.171,401.3,666.3,515.1,962.2,458.2,-0.61,9.27
1851,1,Person,0.132,399.0,672.4,512.0,965.1,455.5,-0.63,9.26
1852,1,Person,0.173,404.8,669.1,517.1,958.7,460.9,-0.59,9.29
1853,1,Person,0.202,404.9,653.5,521.7,936.9,463.3,-0.57,9.42
1853,2,Person,0.125,471.9,573.9,647.0,1089.1,559.4,0.14,8.52
1854,1,Person,0.198,474.7,558.2,657.2,1067.4,566.0,0.19,8.65
1854,2,Person,0.123,395.1,618.2,511.6,916.6,453.4,-0.64,9.54
1855,1,Person,0.258,416.0,611.9,516.4,886.5,466.2,-0.55,9.72
1856,1,Person,0.122,481.2,621.5,660.0,1057.4,570.6,0.23,8.71
1857,1,Person,0.225,469.2,612.1,654.8,1056.2,562.0,0.16,8.71
1872,1,Bollard,0.1,188.7,751.5,231.4,806.6,210.1,-2.44,10.2
1965,1,Person,0.133,271.9,505.0,432.6,894.5,352.2,-1.39,9.68
2028,1,Person,0.315,395.1,518.8,543.2,873.3,469.1,-0.53,9.8
2030,1,Person,0.249,453.2,563.9,606.7,916.0,530.0,-0.07,9.55
2062,1,Person,0.149,85.6,583.8,245.2,1004.1,165.4,-2.77,9.02
2064,1,Person,0.119,71.8,567.5,233.8,1008.5,152.8,-2.87,9.0
2065,1,Person,0.347,72.0,587.8,232.2,1017.9,152.1,-2.87,8.94
2066,1,Person,0.153,69.3,604.7,233.7,1025.9,151.5,-2.88,8.89
2067,1,Person,0.138,62.4,601.6,221.9,1049.8,142.1,-2.95,8.75
2068,1,Person,0.144,52.0,594.8,220.4,1068.8,136.2,-2.99,8.64
2070,1,Person,0.361,30.1,626.2,190.8,1102.1,110.4,-3.18,8.44
2071,1,Person,0.214,28.4,608.5,188.1,1096.4,108.3,-3.2,8.47
2072,1,Car,0.112,878.1,682.1,1038.5,908.1,958.3,3.1,9.59
2073,1,Car,0.116,873.8,669.8,1037.4,889.4,955.6,3.08,9.71
2078,1,Car,0.134,903.5,613.4,1037.0,845.0,970.3,3.19,9.97
2088,1,Person,0.178,192.4,649.5,339.3,967.9,265.9,-2.03,9.24
2089,1,Person,0.107,199.5,690.5,339.8,1008.4,269.7,-2.0,9.0
2092,1,Person,0.116,262.7,694.5,398.8,1006.7,330.8,-1.55,9.01
2104,1,Person,0.121,23.7,594.3,185.4,1216.4,104.6,-3.23,7.76
2105,1,Person,0.275,23.2,596.4,161.7,1228.7,92.5,-3.32,7.69
2107,1,Person,0.181,22.8,609.1,144.7,1242.6,83.8,-3.38,7.6
2109,1,Bollard,0.264,4.6,646.6,116.8,1206.9,60.7,-3.55,7.82
2109,2,Person,0.112,338.7,703.0,465.0,992.1,401.9,-1.02,9.09
2115,1,Person,0.129,280.1,653.0,407.0,930.3,343.5,-1.46,9.46
2116,1,Person,0.314,256.5,648.9,393.4,934.1,325.0,-1.59,9.44
2117,1,Person,0.113,239.2,641.9,373.7,933.6,306.4,-1.73,9.44
2131,1,Person,0.103,261.4,710.9,383.4,982.2,322.4,-1.61,9.15
2134,1,Person,0.144,274.4,677.1,398.6,950.7,336.5,-1.51,9.34
2200,1,Bollard,0.114,835.3,880.5,949.7,1545.8,892.5,2.61,5.8
2201,1,Bollard,0.147,850.2,914.5,963.7,1571.3,907.0,2.72,5.65
2202,1,Bollard,0.104,856.4,907.5,971.6,1570.3,914.0,2.77,5.65
2205,1,Bollard,0.255,888.6,898.3,1027.6,1635.9,958.1,3.1,5.26
2206,225,Bollard,0.437,897.0,899.3,1037.7,1647.0,967.4,3.17,5.2
2207,225,Bollard,0.312,908.2,892.0,1051.2,1654.0,979.7,3.26,5.15
2288,1,Person,0.124,112.3,533.4,293.7,900.0,203.0,-2.5,9.64
2289,1,Person,0.315,118.5,535.7,304.8,900.1,211.6,-2.43,9.64
2290,1,Person,0.304,126.3,535.1,314.5,905.2,220.4,-2.37,9.61
2291,1,Person,0.291,132.2,548.4,309.3,919.9,220.8,-2.36,9.52
2292,1,Person,0.266,135.3,581.3,318.3,939.7,226.8,-2.32,9.41
2295,1,Person,0.339,134.3,606.5,301.8,989.2,218.1,-2.38,9.11
2295,2,Bollard,0.157,897.7,772.1,1042.7,1250.3,970.2,3.19,7.56
2296,1,Person,0.322,115.0,618.2,309.8,1000.5,212.4,-2.43,9.04
2297,1,Person,0.209,113.6,616.9,299.4,1002.5,206.5,-2.47,9.03
2299,1,Person,0.125,69.7,543.3,230.0,947.2,149.8,-2.89,9.36
2301,1,Bollard,0.137,865.3,735.0,1043.1,1265.3,954.2,3.07,7.47
2303,1,Person,0.274,40.8,542.7,198.3,964.7,119.5,-3.11,9.26
2303,2,Bollard,0.104,854.7,759.2,1042.0,1285.8,948.4,3.02,7.35
2304,1,Person,0.27,31.1,560.6,190.8,984.7,110.9,-3.18,9.14
2305,234,Person,0.597,30.9,566.0,193.3,997.5,112.1,-3.17,9.06
2306,1,Bollard,0.224,854.4,777.9,1039.9,1314.4,947.1,3.02,7.18
2307,1,Bollard,0.161,867.6,764.8,1041.0,1300.5,954.3,3.07,7.26
2308,1,Bollard,0.162,867.8,757.6,1040.6,1297.5,954.2,3.07,7.28
2310,1,Bollard,0.106,25.4,657.0,148.2,1014.9,86.8,-3.36,8.96
2311,1,Bollard,0.122,915.8,675.9,1039.6,1271.7,977.7,3.24,7.43
2312,1,Bollard,0.122,27.1,654.9,161.8,1042.2,94.4,-3.3,8.8
2315,1,Bollard,0.182,23.0,751.5,124.9,1140.5,73.9,-3.45,8.21
2316,1,Bollard,0.147,21.9,844.5,111.5,1170.1,66.7,-3.51,8.03
2317,1,Bollard,0.177,925.8,807.4,1042.7,1442.7,984.2,3.29,6.41
2317,2,Person,0.129,30.0,687.4,179.0,1025.5,104.5,-3.23,8.9
2318,1,Bollard,0.459,906.6,797.5,1037.5,1446.1,972.1,3.2,6.39
2318,2,Person,0.11,30.8,647.2,159.6,1007.3,95.2,-3.29,9.0
2319,1,Bollard,0.169,920.0,774.3,1043.4,1447.8,981.7,3.27,6.38
2352,1,Bollard,0.133,570.3,683.4,711.6,1129.6,640.9,0.75,8.28
2360,1,Bollard,0.102,635.8,733.0,798.8,1219.1,717.3,1.31,7.74
2408,1,Person,0.113,403.4,688.0,495.3,879.9,449.4,-0.67,9.76
2442,1,Person,0.111,343.0,680.9,431.3,880.1,387.2,-1.13,9.76
2458,1,Person,0.212,305.8,626.3,382.0,786.5,343.9,-1.45,10.32
2467,1,Bollard,0.239,897.2,789.7,1041.7,1319.2,969.4,3.18,7.15
2468,1,Bollard,0.169,890.9,821.3,1042.1,1345.1,966.5,3.16,6.99
2469,1,Bollard,0.137,910.0,820.2,1039.2,1345.8,974.6,3.22,6.99
2470,1,Bollard,0.166,918.4,799.5,1039.4,1351.9,978.9,3.25,6.95
2545,1,Person,0.173,195.0,623.5,295.2,826.2,245.1,-2.18,10.08
2548,1,Kickboard,0.114,497.5,661.5,755.3,1108.4,626.4,0.64,8.4
2558,1,Kickboard,0.173,499.9,698.4,749.5,1121.1,624.7,0.63,8.33
2559,1,Kickboard,0.129,498.6,702.9,745.7,1119.2,622.2,0.61,8.34
2562,1,Kickboard,0.114,455.2,698.4,722.1,1159.5,588.6,0.36,8.1
2565,1,Kickboard,0.222,455.7,667.3,716.2,1164.7,585.9,0.34,8.07
2567,1,Person,0.219,95.0,547.1,223.8,830.3,159.4,-2.82,10.06
2568,1,Kickboard,0.104,469.4,679.2,709.6,1161.7,589.5,0.37,8.09
2572,1,Kickboard,0.158,457.7,672.0,715.8,1167.9,586.8,0.35,8.05
2573,1,Kickboard,0.351,441.5,686.5,710.5,1181.1,576.0,0.27,7.97
2574,241,Kickboard,0.503,435.6,682.4,718.7,1203.0,577.2,0.28,7.84
2575,241,Kickboard,0.375,439.9,676.0,725.4,1201.5,582.6,0.32,7.85
2576,241,Kickboard,0.318,445.4,639.4,737.3,1177.9,591.3,0.38,7.99
2577,1,Kickboard,0.181,451.4,610.0,725.6,1154.1,588.5,0.36,8.13
2578,1,Kickboard,0.197,467.1,620.5,738.2,1168.4,602.6,0.46,8.05
2579,241,Kickboard,0.287,450.9,657.2,734.6,1181.3,592.7,0.39,7.97
2580,241,Kickboard,0.386,450.5,656.9,741.8,1194.2,596.1,0.42,7.89
2581,241,Kickboard,0.522,455.6,669.9,746.0,1204.4,600.8,0.45,7.83
2582,241,Kickboard,0.554,460.5,664.8,755.1,1209.2,607.8,0.5,7.8
2583,241,Kickboard,0.668,468.7,663.8,763.5,1211.1,616.1,0.56,7.79
2584,241,Kickboard,0.587,470.7,667.4,765.7,1215.1,618.2,0.58,7.77
2585,241,Kickboard,0.244,472.3,668.3,767.4,1217.0,619.8,0.59,7.76
2586,241,Kickboard,0.282,470.1,656.8,766.7,1215.8,618.4,0.58,7.76
2587,241,Kickboard,0.537,478.3,641.4,783.6,1217.9,630.9,0.67,7.75
2588,241,Kickboard,0.709,483.0,633.3,797.1,1226.7,640.1,0.74,7.7
2589,241,Kickboard,0.606,486.6,647.7,797.3,1234.7,641.9,0.75,7.65
2590,241,Kickboard,0.644,487.4,639.1,808.3,1248.6,647.9,0.8,7.57
2591,241,Kickboard,0.457,484.4,634.6,813.2,1264.0,648.8,0.81,7.48
2592,241,Kickboard,0.599,481.5,640.6,813.5,1278.9,647.5,0.8,7.39
2593,1,Kickboard,0.155,490.5,660.5,795.8,1297.6,643.2,0.76,7.28
2594,1,Kickboard,0.214,498.3,647.1,816.8,1299.8,657.5,0.87,7.26
2594,2,Person,0.167,64.4,476.5,226.6,867.9,145.5,-2.92,9.83
2595,1,Kickboard,0.135,495.7,656.2,817.8,1296.1,656.8,0.87,7.29
2596,1,Kickboard,0.131,487.8,666.3,791.0,1281.1,639.4,0.74,7.37
2597,1,Kickboard,0.19,496.5,638.8,800.8,1278.4,648.7,0.8,7.39
2598,1,Kickboard,0.126,540.5,609.6,822.6,1282.8,681.5,1.05,7.36
2601,1,Kickboard,0.158,525.5,661.5,832.8,1331.2,679.2,1.03,7.08
2602,241,Kickboard,0.526,499.1,658.8,850.9,1342.6,675.0,1.0,7.01
2603,241,Kickboard,0.552,498.3,661.8,849.9,1350.6,674.1,0.99,6.96
2604,241,Kickboard,0.479,500.2,658.3,851.4,1355.4,675.8,1.01,6.93
2605,1,Person,0.105,31.4,423.9,187.8,878.1,109.6,-3.19,9.77
2606,1,Person,0.107,30.7,443.3,182.4,887.5,106.6,-3.21,9.72
2607,1,Person,0.107,28.0,442.9,169.7,896.2,98.8,-3.27,9.67
2608,1,Person,0.2,28.3,456.8,174.7,906.1,101.5,-3.25,9.61
2609,1,Bike,0.125,531.7,651.5,845.4,1428.6,688.5,1.1,6.5
2610,1,Bike,0.136,544.0,658.5,831.7,1434.0,687.9,1.1,6.46
2611,1,Bike,0.133,538.9,638.9,846.6,1453.0,692.8,1.13,6.35
2719,1,Person,0.104,398.2,319.6,512.1,587.4,455.2,-0.63,11.5
2747,1,Person,0.263,214.0,415.5,339.6,733.5,276.8,-1.95,10.63
2748,1,Person,0.136,217.7,425.1,328.5,747.0,273.1,-1.98,10.55
2749,1,Person,0.128,221.5,461.2,328.7,748.5,275.1,-1.96,10.54
2750,1,Person,0.119,225.7,412.8,352.9,742.5,289.3,-1.86,10.58
2751,1,Bollard,0.164,626.1,730.6,842.6,1651.3,734.4,1.44,5.17
2757,1,Bollard,0.103,529.6,208.1,943.4,1709.8,736.5,1.46,4.82
2759,1,Bollard,0.118,160.8,470.5,267.9,737.5,214.4,-2.41,10.61
2762,1,Bollard,0.194,495.7,791.0,808.0,1713.9,651.9,0.83,4.8
2763,1,Bollard,0.108,481.6,649.5,794.8,1718.5,638.2,0.73,4.77
2842,1,Stairs,0.195,224.7,950.0,1050.5,1395.1,637.6,0.72,6.7
2879,1,Person,0.28,301.0,271.4,510.6,816.5,405.8,-0.99,10.14
2887,1,Person,0.334,341.1,356.4,534.8,825.1,437.9,-0.76,10.09
2888,247,Person,0.581,340.4,365.8,529.8,824.2,435.1,-0.78,10.09
2889,247,Person,0.368,340.4,361.2,527.1,812.4,433.8,-0.79,10.16
2894,247,Person,0.106,303.6,363.8,484.5,798.5,394.1,-1.08,10.25
2895,247,Person,0.126,283.3,357.7,462.4,786.6,372.8,-1.24,10.32
2896,247,Person,0.259,275.2,352.0,453.1,775.2,364.1,-1.3,10.39
2897,247,Person,0.101,269.5,347.4,443.9,758.4,356.7,-1.36,10.49
2899,1,Person,0.215,281.2,320.7,451.3,725.8,366.2,-1.29,10.68
2900,1,Person,0.264,298.3,329.4,446.9,726.2,372.6,-1.24,10.68
2901,249,Person,0.379,301.4,333.0,451.4,733.2,376.4,-1.21,10.64
2902,249,Person,0.275,313.1,350.5,459.8,740.3,386.4,-1.14,10.59
2903,249,Person,0.65,320.7,363.6,464.0,743.4,392.4,-1.09,10.57
2904,249,Person,0.725,326.3,366.5,468.4,741.4,397.4,-1.06,10.59
2905,249,Person,0.555,330.1,360.6,474.9,741.0,402.5,-1.02,10.59
2906,249,Person,0.36,339.6,339.6,489.8,731.2,414.7,-0.93,10.65
2907,249,Person,0.585,353.8,335.3,499.2,711.3,426.5,-0.84,10.77
2908,249,Person,0.59,374.0,332.4,515.8,696.4,444.9,-0.7,10.85
2909,249,Person,0.666,391.8,328.1,533.2,687.0,462.5,-0.57,10.91
2910,249,Person,0.706,416.4,334.0,554.0,679.2,485.2,-0.41,10.96
2911,249,Person,0.781,444.1,330.0,581.2,670.4,512.7,-0.2,11.01
2912,249,Person,0.531,464.1,320.9,602.9,662.3,533.5,-0.05,11.06
2913,249,Person,0.612,480.6,309.5,623.0,657.7,551.8,0.09,11.09
2914,249,Person,0.55,500.3,290.0,647.7,648.7,574.0,0.25,11.14
2915,249,Person,0.311,522.8,281.1,669.8,635.7,596.3,0.42,11.22
2925,1,Bollard,0.553,229.2,767.9,398.1,1216.9,313.6,-1.68,7.76
2925,2,Person,0.243,661.9,256.3,806.2,561.4,734.1,1.44,11.66
2925,3,Bollard,0.227,94.3,881.3,241.2,1230.5,167.7,-2.76,7.68
2926,250,Bollard,0.726,264.1,781.9,406.9,1160.6,335.5,-1.51,8.09
2926,252,Bollard,0.482,82.2,834.5,257.6,1252.2,169.9,-2.74,7.55
2927,250,Bollard,0.488,285.8,777.9,420.0,1129.4,352.9,-1.39,8.28
2927,252,Bollard,0.463,77.9,806.8,264.5,1252.8,171.2,-2.73,7.54
2930,252,Bollard,0.793,108.2,750.3,305.0,1221.5,206.6,-2.47,7.73
2931,252,Bollard,0.777,129.4,727.3,325.7,1199.5,227.6,-2.31,7.86
2932,252,Bollard,0.669,144.0,699.8,341.1,1177.1,242.6,-2.2,7.99
2941,1,Bollard,0.46,285.2,427.8,455.9,888.9,370.6,-1.25,9.71
2942,253,Bollard,0.595,285.9,425.2,456.2,885.2,371.1,-1.25,9.73
2943,253,Bollard,0.744,291.8,441.8,456.3,885.8,374.1,-1.23,9.73
2944,253,Bollard,0.595,283.6,443.5,450.5,894.0,367.0,-1.28,9.68
2946,253,Bollard,0.131,266.7,439.7,429.1,877.3,347.9,-1.42,9.78
2960,1,Stairs,0.135,153.0,783.2,1039.9,1388.8,596.4,0.42,6.73
2961,1,Stairs,0.13,180.7,765.1,1038.4,1373.9,609.6,0.52,6.82
2962,1,Stairs,0.112,158.1,764.2,1036.8,1375.0,597.5,0.43,6.82
